id,name,price,rooms,size,store,elevator,link,area,date_published
1903492,"Piso en calle Eloy Gonzalo, 20, Trafalgar, Madrid 912 221 220 ",1095,1,51,1,f,/inmueble/1903492/,chamberi,2016-09-25
34631832,"Piso en calle ponce de león, Almagro, Madrid 915 910 560 ",850,1,0,0,f,/inmueble/34631832/,chamberi,2016-09-26
31229555,"Piso en avenida de asturias, 53, Ventilla-Almenara, Madrid 676 907 664 ",850,3,100,3,t,/inmueble/31229555/,tetuan,2016-09-27
26648664,"Piso en calle Almansa, 8, Bellas Vistas, Madrid 656 645 458 ",700,2,56,3,t,/inmueble/26648664/,tetuan,2016-09-27
27562116,"Piso en Berruguete, Madrid 912 187 016 ",440,1,30,1,f,/inmueble/27562116/,tetuan,2016-09-27
29144516,"Piso en calle de las Moquetas, 6, Valdeacederas, Madrid 670 790 903 ",780,2,65,0,f,/inmueble/29144516/,tetuan,2016-09-27
34651225,"Piso en calle general dávila, 3, Vallehermoso, Madrid 618 187 048 ",1100,2,120,5,t,/inmueble/34651225/,chamberi,2016-09-27
34651024,"Estudio en calle de sandoval, 9, Trafalgar, Madrid 629 393 448 ",700,0,25,3,t,/inmueble/34651024/,chamberi,2016-09-27
34664692,"Piso en calle hilarión eslava, 15, Gaztambide, Madrid 918 007 215 ",1250,2,59,2,t,/inmueble/34664692/,chamberi,2016-09-28
34639941,"Piso en calle de bravo murillo, 95, Vallehermoso, Madrid 640 355 552 ",850,1,64,2,t,/inmueble/34639941/,chamberi,2016-09-27
34660878,"Piso en calle de lucio del valle, 16, Vallehermoso, Madrid 699 796 221 ",950,2,70,3,t,/inmueble/34660878/,chamberi,2016-09-28
34629864,"Pide fotos al anunciantePiso en calle covarrubias, 11, Trafalgar, Madrid 691 742 242 ",800,2,38,1,t,/inmueble/34629864/,chamberi,2016-09-26
34623690,"Piso en calle de bravo murillo, 39, Arapiles, Madrid",1200,2,38,6,t,/inmueble/34623690/,chamberi,2016-09-25
34655990,"Piso en calle de meléndez valdés, 26, Arapiles, Madrid 650 718 506 ",1275,3,100,4,t,/inmueble/34655990/,chamberi,2016-09-28
34561736,"Estudio en calle de molina, 22, Ventilla-Almenara, Madrid 916 356 745 ",600,0,30,2,t,/inmueble/34561736/,tetuan,2016-09-26
28622088,"Piso en calle Canillas, 5, Prosperidad, Madrid 647 507 141 ",700,1,50,1,t,/inmueble/28622088/,chamartin,2016-09-26
32173912,"Ático en calle araucaria, 11, Berruguete, Madrid 627 554 206 ",500,1,40,3,f,/inmueble/32173912/,tetuan,2016-09-26
34702182,"Piso en CLARA DEL REY, Prosperidad, Madrid 912 668 425 ",850,2,27,3,t,/inmueble/34702182/,chamartin,2016-09-30
34681136,"Piso en pasaje valdemaqueda, 8, Prosperidad, Madrid 653 916 710 ",1200,3,68,3,f,/inmueble/34681136/,chamartin,2016-09-29
34680461,"Piso en Cuzco-Castillejos, Madrid 918 371 068 ",600,1,50,0,f,/inmueble/34680461/,tetuan,2016-09-29
34569449,"Piso en calle de juan ramón jiménez, Bernabéu-Hispanoamérica, Madrid 609 212 597 ",1500,1,90,8,t,/inmueble/34569449/,chamartin,2016-09-26
34565359,"Piso en avenida de pio xii, Castilla, Madrid 609 212 597 ",1800,2,140,14,t,/inmueble/34565359/,chamartin,2016-09-26
34623990,"Piso en calle julián romea, Vallehermoso, Madrid 916 358 549 ",2225,4,165,6,t,/inmueble/34623990/,chamberi,2016-09-26
34653670,"Piso en calle de canillas, 19, Prosperidad, Madrid 699 861 222 ",875,2,50,1,t,/inmueble/34653670/,chamartin,2016-09-27
34576604,"Piso en calle de isaac peral, Gaztambide, Madrid 911 796 714 ",2450,3,145,14,t,/inmueble/34576604/,chamberi,2016-09-26
34688019,"Piso en calle covarrubias, Trafalgar, Madrid 912 172 384 ",2200,3,33,3,t,/inmueble/34688019/,chamberi,2016-09-29
34626452,"Piso en calle de pradillo, 7, Ciudad Jardín, Madrid 652 574 884 ",775,1,45,1,t,/inmueble/34626452/,chamartin,2016-09-26
31977010,"Dúplex en calle víctor de la serna, 31, Bernabéu-Hispanoamérica, Madrid 914 893 198 ",1850,2,70,0,f,/inmueble/31977010/,chamartin,2016-09-27
34626263,"Piso en Castilla, Madrid 687 380 624 ",1000,1,70,8,t,/inmueble/34626263/,chamartin,2016-09-26
34650723,"Piso en uruguay, Bernabéu-Hispanoamérica, Madrid 914 895 109 ",900,3,80,6,t,/inmueble/34650723/,chamartin,2016-09-27
34635212,"Piso en calle de nicaragua, 13, Bernabéu-Hispanoamérica, Madrid 671 223 623 ",965,1,64,4,t,/inmueble/34635212/,chamartin,2016-09-27
30009029,"Estudio en travesía Andrés Mellado, Gaztambide, Madrid 615 124 626 ",500,0,35,6,t,/inmueble/30009029/,chamberi,2016-09-29
34672781,"Piso en calle magallanes, Arapiles, Madrid 916 359 326 ",1700,2,103,5,t,/inmueble/34672781/,chamberi,2016-09-29
34710382,"Piso en calle de Sor Ángela de la Cruz, Cuzco-Castillejos, Madrid 916 358 319 ",1000,1,65,7,t,/inmueble/34710382/,tetuan,2016-10-02
34691091,"Piso en Almagro, Madrid 911 960 000 ",750,1,40,0,f,/inmueble/34691091/,chamberi,2016-09-30
2172275,"Piso en calle Margaritas, 16, Berruguete, Madrid 688 659 430 ",635,1,44,3,f,/inmueble/2172275/,tetuan,2016-09-26
34542922,"Piso en calle las margaritas, Berruguete, Madrid 916 357 625 ",730,1,45,2,f,/inmueble/34542922/,tetuan,2016-09-26
34626499,"Piso en calle de alvarado, 17, Bellas Vistas, Madrid 646 988 106 ",770,2,60,1,f,/inmueble/34626499/,tetuan,2016-09-26
34621831,"Piso en calle del capitán haya, 47, Cuzco-Castillejos, Madrid 610 984 034 ",1250,2,70,3,t,/inmueble/34621831/,tetuan,2016-09-26
25769870,"Piso en calle Palafox, 18, Trafalgar, Madrid 915 499 469 ",850,2,85,3,t,/inmueble/25769870/,chamberi,2016-09-26
34623906,"Piso en calle de galileo, 47, Arapiles, Madrid 656 372 389 ",570,1,37,3,t,/inmueble/34623906/,chamberi,2016-09-26
34713868,"Piso en Galileo, Arapiles, Madrid 609 212 597 ",1300,2,100,4,t,/inmueble/34713868/,chamberi,2016-10-02
34659816,"Piso en calle de orense, 69, Cuzco-Castillejos, Madrid 649 903 248 ",1210,1,86,14,t,/inmueble/34659816/,tetuan,2016-09-28
2159686,"Piso en calle Raimundo Fernández Villaverde, 43, Cuatro Caminos, Madrid 629 279 861 ",1200,2,90,7,t,/inmueble/2159686/,tetuan,2016-10-03
27112751,"Piso en calle de Francisco Silvela, 87, Prosperidad, Madrid 620 810 542 ",800,1,55,3,t,/inmueble/27112751/,chamartin,2016-10-02
32112283,"Piso en calle de raimundo fernández villaverde, 16, Nuevos Ministerios-Ríos Rosas, Madrid",1120,2,52,3,t,/inmueble/32112283/,chamberi,2016-10-03
34719211,"Piso en calle Magallanes, Arapiles, Madrid 912 173 718 ",1700,2,109,5,t,/inmueble/34719211/,chamberi,2016-10-03
27997011,"Piso en calle Clara del Rey, 30, Prosperidad, Madrid 699 539 120 ",700,1,60,8,t,/inmueble/27997011/,chamartin,2016-09-30
34689672,"Piso en Valdeacederas, Madrid 911 960 000 ",1200,3,100,2,t,/inmueble/34689672/,tetuan,2016-09-30
34718033,"Piso en Almagro, Madrid 912 175 893 ",1800,2,82,5,t,/inmueble/34718033/,chamberi,2016-10-03
34543311,"Estudio en paseo de la dirección, 94, Berruguete, Madrid 681 337 141 ",590,0,25,5,f,/inmueble/34543311/,tetuan,2016-09-26
34565614,"Piso en calle herreros de tejada, Bernabéu-Hispanoamérica, Madrid 609 212 597 ",980,1,60,5,t,/inmueble/34565614/,chamartin,2016-09-26
34328593,"Piso en principe de vergara, Bernabéu-Hispanoamérica, Madrid 912 663 214 ",1300,1,85,5,t,/inmueble/34328593/,chamartin,2016-09-26
34626208,"Piso en plaza ángel carbajo, 6, Cuzco-Castillejos, Madrid 676 710 122 ",1200,2,90,3,t,/inmueble/34626208/,tetuan,2016-09-27
34631589,"Estudio en calle de galileo, Vallehermoso, Madrid 918 007 215 ",695,0,45,2,t,/inmueble/34631589/,chamberi,2016-09-26
34647840,"Piso en calle de lope de haro, 22, Berruguete, Madrid 691 321 816 ",2450,7,190,2,t,/inmueble/34647840/,tetuan,2016-09-27
34648801,"Piso en plaza ángel carbajo, Cuzco-Castillejos, Madrid 915 024 769 ",1300,2,95,4,t,/inmueble/34648801/,tetuan,2016-09-27
34700637,"Piso en calle Francisco Suárez, Nueva España, Madrid 912 660 314 ",950,1,60,3,t,/inmueble/34700637/,chamartin,2016-09-30
34663737,"Piso en calle hilarión eslava, 9, Gaztambide, Madrid 687 710 378 ",1250,2,59,2,t,/inmueble/34663737/,chamberi,2016-09-28
28041150,"Piso en calle Vinaroz, 21, Ciudad Jardín, Madrid 669 106 606 ",600,2,53,3,t,/inmueble/28041150/,chamartin,2016-09-26
34629841,"Ático en calle mantuano, 34, Ciudad Jardín, Madrid 663 708 890 ",800,1,35,3,f,/inmueble/34629841/,chamartin,2016-09-26
34631516,"Piso en calle de ofelia nieto, 20, Berruguete, Madrid",650,3,66,2,f,/inmueble/34631516/,tetuan,2016-09-26
27890816,"Ático en calle Genova, 5, Almagro, Madrid 912 787 284 ",3800,2,120,6,t,/inmueble/27890816/,chamberi,2016-09-26
34414986,"Piso en calle magallanes, 13, Arapiles, Madrid",1450,3,73,4,t,/inmueble/34414986/,chamberi,2016-09-26
34642429,"Piso en calle constancia, 29, Prosperidad, Madrid 677 931 029 ",750,2,45,1,f,/inmueble/34642429/,chamartin,2016-09-27
30666243,"Piso en calle maestro lasalle, Nueva España, Madrid 912 171 637 ",2200,1,100,0,f,/inmueble/30666243/,chamartin,2016-09-26
32505896,"Piso en calle de santa engracia, Nuevos Ministerios-Ríos Rosas, Madrid 912 186 942 ",850,1,50,1,t,/inmueble/32505896/,chamberi,2016-09-28
27276043,"Piso en calle del Mirto, 8, Valdeacederas, Madrid 650 398 915 ",680,1,56,1,t,/inmueble/27276043/,tetuan,2016-09-25
34655277,"Piso en calle de fernando el católico, 58, Gaztambide, Madrid 628 697 975 ",650,1,0,0,f,/inmueble/34655277/,chamberi,2016-09-28
34622493,"Piso en calle Doctor Fleming, 35, Nueva España, Madrid 691 445 156 ",900,1,55,4,t,/inmueble/34622493/,chamartin,2016-09-26
26801089,"Piso en calle Santa Eulalia, 12, Berruguete, Madrid 636 003 485 ",595,1,49,0,f,/inmueble/26801089/,tetuan,2016-09-26
34627764,"Piso en calle de las margaritas, Berruguete, Madrid 916 351 396 ",650,1,45,2,f,/inmueble/34627764/,tetuan,2016-09-26
28334157,"Piso en calle Orense, 69, Cuzco-Castillejos, Madrid 918 003 174 ",950,1,70,5,t,/inmueble/28334157/,tetuan,2016-09-26
34664073,"Piso en calle de lope de haro, Berruguete, Madrid 918 007 215 ",2450,7,180,2,t,/inmueble/34664073/,tetuan,2016-09-28
34570742,"Piso en calle de raimundo fernández villaverde, Cuatro Caminos, Madrid 912 660 483 ",2900,2,120,3,t,/inmueble/34570742/,tetuan,2016-09-25
1758339,"Dúplex en calle Pensamiento, 27, Cuzco-Castillejos, Madrid 607 673 403 ",3500,3,130,8,t,/inmueble/1758339/,tetuan,2016-09-25
34562135,"Piso en calle dulcinea, Cuatro Caminos, Madrid 912 663 847 ",495,1,31,4,t,/inmueble/34562135/,tetuan,2016-09-25
34621834,"Piso en calle puenteareas, 18, Prosperidad, Madrid +46 769 439 143 ",700,2,90,2,t,/inmueble/34621834/,chamartin,2016-09-25
34621658,"Piso en avenida de américa, 45, Prosperidad, Madrid 605 843 043 ",750,2,65,4,t,/inmueble/34621658/,chamartin,2016-09-25
34674303,"Piso en calle pechuán, 4, Ciudad Jardín, Madrid 640 816 828 ",700,2,50,4,f,/inmueble/34674303/,chamartin,2016-09-29
34674512,"Piso en plaza ángel carbajo, Cuzco-Castillejos, Madrid 914 877 352 ",1750,2,80,3,t,/inmueble/34674512/,tetuan,2016-09-29
1803538,"Estudio en calle Galileo, 23, Arapiles, Madrid 615 386 818 ",690,0,56,5,t,/inmueble/1803538/,chamberi,2016-09-29
34673624,"Piso en calle hilarion eslava, Gaztambide, Madrid 918 003 021 ",1300,2,55,2,t,/inmueble/34673624/,chamberi,2016-09-29
34714412,"Piso en calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid 916 355 176 ",920,2,55,7,t,/inmueble/34714412/,tetuan,2016-10-03
34752052,"Piso en vallehermoso, Arapiles, Madrid 912 173 718 ",800,1,45,6,t,/inmueble/34752052/,chamberi,2016-10-06
34701903,"Ático en Almagro, Madrid 627 559 492 ",1199,2,51,7,t,/inmueble/34701903/,chamberi,2016-09-30
28824493,"Estudio en calle de Fernández de los Rios, 11, Arapiles, Madrid 656 161 845 ",400,0,22,1,t,/inmueble/28824493/,chamberi,2016-09-30
34647836,"Piso en paseo de la dirección, 101, Berruguete, Madrid 628 416 903 ",550,1,49,1,f,/inmueble/34647836/,tetuan,2016-09-27
31307569,"Piso en calle de gaztambide, 69, Gaztambide, Madrid",600,1,40,0,f,/inmueble/31307569/,chamberi,2016-09-26
33777689,"Piso en calle juan hurtado de mendoza, 9, Nueva España, Madrid 679 564 183 ",2300,2,120,3,t,/inmueble/33777689/,chamartin,2016-09-25
34398902,"Piso en calle javier ferrero, 20, Ciudad Jardín, Madrid 607 222 007 ",750,1,48,0,f,/inmueble/34398902/,chamartin,2016-09-25
34572655,"Estudio en calle rafael herrera, Castilla, Madrid 911 363 512 ",700,0,65,4,t,/inmueble/34572655/,chamartin,2016-09-25
34378521,"Piso en calle de agustín de foxá, 25, Castilla, Madrid 914 877 398 ",990,1,61,10,t,/inmueble/34378521/,chamartin,2016-09-25
31213428,"Estudio en vallehermoso, 104, Vallehermoso, Madrid 637 050 504 ",480,0,24,0,f,/inmueble/31213428/,chamberi,2016-09-25
25135341,"Estudio en calle de Cea Bermúdez, 65, Gaztambide, Madrid 637 867 820 ",950,0,60,8,t,/inmueble/25135341/,chamberi,2016-09-26
34621157,"Pide fotos al anuncianteEstudio en calle de alberto aguilera, 4, Arapiles, Madrid 606 453 299 ",680,0,36,8,t,/inmueble/34621157/,chamberi,2016-09-26
34644451,"Piso en calle de hernani, 12, Cuatro Caminos, Madrid 656 892 075 ",750,2,80,3,t,/inmueble/34644451/,tetuan,2016-09-27
34696184,"Estudio en glorieta del General Álvarez de Castro, 5, Trafalgar, Madrid",500,0,15,1,t,/inmueble/34696184/,chamberi,2016-09-30
34654316,"Estudio en Gaztambide, Madrid 916 356 981 ",880,0,45,6,t,/inmueble/34654316/,chamberi,2016-09-27
34651655,"Piso en calle de cea bermúdez, Arapiles, Madrid 912 188 734 ",850,1,40,3,t,/inmueble/34651655/,chamberi,2016-09-27
34648798,"Ático en calle de galileo, 47, Arapiles, Madrid 619 784 569 ",600,2,55,4,t,/inmueble/34648798/,chamberi,2016-09-27
34681274,"Piso en calle de rodríguez san pedro, 63, Gaztambide, Madrid 650 207 435 ",1200,3,70,4,t,/inmueble/34681274/,chamberi,2016-09-30
34656150,"Piso en Prosperidad, Madrid 912 778 383 ",900,1,56,6,t,/inmueble/34656150/,chamartin,2016-09-28
30581314,"Piso en calle Infanta María Teresa, 18, Bernabéu-Hispanoamérica, Madrid 646 043 452 ",1100,2,72,3,t,/inmueble/30581314/,chamartin,2016-09-26
34564349,"Piso en calle del torpedero tucumán, Nueva España, Madrid 608 617 235 ",1200,2,70,2,t,/inmueble/34564349/,chamartin,2016-09-26
34630248,"Piso en paseo del general martínez campos, s/n, Almagro, Madrid 912 188 763 ",1250,1,80,2,t,/inmueble/34630248/,chamberi,2016-09-26
34577067,"Piso en calle covarrubias, Trafalgar, Madrid 912 172 384 ",2000,3,106,3,t,/inmueble/34577067/,chamberi,2016-09-25
34242197,"Piso en calle de josé abascal, 38, Almagro, Madrid 629 669 664 ",8000,5,489,5,t,/inmueble/34242197/,chamberi,2016-09-25
34545112,"Piso en calle de breton de los herreros, 9, Nuevos Ministerios-Ríos Rosas, Madrid 644 852 852 ",1000,3,61,2,t,/inmueble/34545112/,chamberi,2016-09-25
33509618,"Piso en calle de raimundo fernández villaverde, 27, Nuevos Ministerios-Ríos Rosas, Madrid 654 384 546 ",2900,2,120,3,t,/inmueble/33509618/,chamberi,2016-09-25
33757335,"Estudio en calle de modesto lafuente, Nuevos Ministerios-Ríos Rosas, Madrid 913 958 318 ",3000,0,400,0,f,/inmueble/33757335/,chamberi,2016-09-25
34560327,"Piso en calle hilarion eslava, Gaztambide, Madrid 918 003 021 ",1300,2,55,2,t,/inmueble/34560327/,chamberi,2016-09-25
34652870,"Piso en calle gladiolo, 11, Berruguete, Madrid 673 378 585 ",600,1,45,1,f,/inmueble/34652870/,tetuan,2016-09-27
34633378,"Piso en calle del maestro lassalle, Nueva España, Madrid 918 007 215 ",1990,1,170,0,f,/inmueble/34633378/,chamartin,2016-09-26
34647831,"Piso en calle de raimundo fernández villaverde, 19, Cuatro Caminos, Madrid",915,1,58,6,t,/inmueble/34647831/,tetuan,2016-09-27
34648170,"Piso en calle pedro villar, 6, Cuzco-Castillejos, Madrid 648 617 034 ",590,1,40,1,t,/inmueble/34648170/,tetuan,2016-09-27
34661322,"Ático en calle de blasco de garay, Gaztambide, Madrid 912 173 718 ",1100,1,60,6,t,/inmueble/34661322/,chamberi,2016-09-28
26621945,"Piso en calle María de Guzmán, 4, Nuevos Ministerios-Ríos Rosas, Madrid 655 525 621 ",950,2,75,3,t,/inmueble/26621945/,chamberi,2016-09-27
25146106,"Piso en calle de Meléndez Valdés, 28, Arapiles, Madrid 609 347 137 ",1200,3,110,5,t,/inmueble/25146106/,chamberi,2016-09-26
34540517,"Piso en Almagro, Madrid 912 664 582 ",3600,4,200,1,t,/inmueble/34540517/,chamberi,2016-09-26
34629276,"Piso en avenida de américa, s/n, Prosperidad, Madrid 912 188 763 ",1100,2,41,16,t,/inmueble/34629276/,chamartin,2016-09-26
34452063,"Piso en calle general álvarez de castro, Trafalgar, Madrid 918 005 134 ",1000,2,120,5,t,/inmueble/34452063/,chamberi,2016-09-27
34626409,"Piso en Ciudad Jardín, Madrid 918 004 369 ",700,1,40,0,f,/inmueble/34626409/,chamartin,2016-09-26
34622028,"Estudio en calle del doctor fleming, 51, Nueva España, Madrid",700,0,35,4,t,/inmueble/34622028/,chamartin,2016-09-26
34627927,"Piso en calle del capitán haya, Cuatro Caminos, Madrid 918 007 215 ",1750,2,80,3,t,/inmueble/34627927/,tetuan,2016-09-26
34494810,"Piso en calle dolores, Berruguete, Madrid 916 357 625 ",800,2,60,1,f,/inmueble/34494810/,tetuan,2016-09-26
34624171,"Piso en calle dulcinea, 63, Cuatro Caminos, Madrid 663 046 413 ",1400,2,92,5,t,/inmueble/34624171/,tetuan,2016-09-26
34544064,"Estudio en calle de la princesa, 70, Gaztambide, Madrid 659 941 281 ",1200,0,55,0,f,/inmueble/34544064/,chamberi,2016-09-26
26147928,"Piso en calle Fernández de los Ríos, 32, Arapiles, Madrid 650 414 175 ",700,2,45,2,t,/inmueble/26147928/,chamberi,2016-09-26
